Mach, CD_Power_On
1.42, 0.405633791269655
1.43, 0.40409118314963
1.44, 0.402569789312698
1.45, 0.401069473168649
1.46, 0.399590135490803
1.47, 0.398131677249135
1.48, 0.396693997022125
1.49, 0.395276987192852
1.50, 0.393880563689105
1.51, 0.392504614756834
1.52, 0.391149090257584
1.53, 0.389813868253566
1.54, 0.388498875092672
1.55, 0.387204039774569
1.56, 0.385929289083356
1.57, 0.384674515460685
1.58, 0.383439668673722
1.59, 0.382224678964358
1.60, 0.381029447966514
1.61, 0.379853951382478
1.62, 0.378698095417352
1.63, 0.377561808706822
1.64, 0.37644504176165
1.65, 0.375347727416263
1.66, 0.374269810768945
1.67, 0.373211236637238
1.68, 0.372171933264171
1.69, 0.37115185127496
1.70, 0.370150949875917
1.71, 0.369169164583381
1.72, 0.368206447170333
1.73, 0.367262743886611
1.74, 0.366338013928549
1.75, 0.365432204645809
1.76, 0.364545285269419
1.77, 0.363677209376779
1.78, 0.362827898861616
1.79, 0.361997348904763
1.80, 0.361185523441703
1.81, 0.360458030894852
1.82, 0.359728438386413
1.83, 0.358582051972834
1.84, 0.357380953291786
1.85, 0.356186812096385
1.86, 0.354999516971393
1.87, 0.353818968136501
1.88, 0.352645048928081
1.89, 0.351477663274105
1.90, 0.350316720538684
1.91, 0.349162121284407
1.92, 0.348013767330102
1.93, 0.346871575653736
1.94, 0.345735453136953
1.95, 0.344605299805918
1.96, 0.343481045563507
1.97, 0.342362604054509
1.98, 0.341164673593237
1.99, 0.339972378458288
2.00, 0.33878567936083
2.01, 0.337694011613703
2.02, 0.336604393554814
2.03, 0.335521670952064
2.04, 0.334445767940903
2.05, 0.333376569151556
2.06, 0.332314002103
2.07, 0.331257975382938
2.08, 0.330208412579829
2.09, 0.32916520450785
2.10, 0.328128289889098
2.11, 0.3270975841469
2.12, 0.326072996137414
2.13, 0.325054478207957
2.14, 0.324041932589952
2.15, 0.323035281714937
2.16, 0.322034482325214
2.17, 0.321039432202565
2.18, 0.320050078822318
2.19, 0.319066360838257
2.20, 0.318088192427988
2.21, 0.317115532976935
2.22, 0.316148287427866
2.23, 0.315186429435993
2.24, 0.314229875632072
2.25, 0.313278565027513
2.26, 0.312332441212316
2.27, 0.311391445848334
2.28, 0.310455527660744
2.29, 0.309524628366327
2.30, 0.308598689958503
2.31, 0.307677644082688
2.32, 0.306761464117862
2.33, 0.305850075412208
2.34, 0.304943441712155
2.35, 0.304041490536014
2.36, 0.303144186745432
2.37, 0.302251475944052
2.38, 0.301363309671903
2.39, 0.300479642712232
2.40, 0.299600412153189
2.41, 0.298725590617235
2.42, 0.297855115026236
2.43, 0.296988949338596
2.44, 0.296127040492715
2.45, 0.295269350856932
2.46, 0.294674304923111
2.47, 0.29408338832007
2.48, 0.293496543424868
2.49, 0.292913738820932
2.50, 0.29233492886686
2.51, 0.29176007360078
2.52, 0.291189121696625
2.53, 0.290622037699735
2.54, 0.29005876460969
2.55, 0.289499285895255
2.56, 0.288943549692833
2.57, 0.288391515334953
2.58, 0.28784313646253
2.59, 0.287298380043458
2.60, 0.286757197435128
2.61, 0.28621956273661
2.62, 0.285685424017732
2.63, 0.285154746850298
2.64, 0.284627497760097
2.65, 0.284103623970969
2.66, 0.283583107890419
2.67, 0.283065896637413
2.68, 0.282551952689733
2.69, 0.282041246903532
2.70, 0.281533731142156
2.71, 0.281029378340225
2.72, 0.280528141406008
2.73, 0.28002999215732
2.74, 0.279534883946766
2.75, 0.279042789206271
2.76, 0.278553667452093
2.77, 0.278067484828215
2.78, 0.277584207043182
2.79, 0.277103785005823
2.80, 0.276626190280578
2.81, 0.276151398469808
2.82, 0.275679345971311
2.83, 0.275210024847936
2.84, 0.274743391671217
2.85, 0.27427940695415
2.86, 0.273818039050789
2.87, 0.273359243356885
2.88, 0.272902996972961
2.89, 0.272449257606325
2.90, 0.271997997006626
2.91, 0.271549166981759
2.92, 0.271102744694698
2.93, 0.270658692273828
2.94, 0.27021697758953
2.95, 0.269777547551341
2.96, 0.269340395354842
2.97, 0.268905472131336
2.98, 0.268472741148995
2.99, 0.268042169523454
3.00, 0.26761373068326
3.01, 0.267177844874154
3.02, 0.26677789972168
3.03, 0.266379554675288
3.04, 0.26598281536742
3.05, 0.265587694895695
3.06, 0.265194183688629
3.07, 0.264802276346823
3.08, 0.264411957433079
3.09, 0.264023246042205
3.10, 0.263636127184112
3.11, 0.263250604111173
3.12, 0.262866682163605
3.13, 0.262484329755298
3.14, 0.262103576920358
3.15, 0.261724406804815
3.16, 0.261346803974615
3.17, 0.260970773026142
3.18, 0.260596331868559
3.19, 0.260223454784549
3.20, 0.259852145895955
3.21, 0.259482403235973
3.22, 0.259114211757401
3.23, 0.258747584048225
3.24, 0.258382519320609
3.25, 0.258018991001689
3.26, 0.257657007977643
3.27, 0.257296582424599
3.28, 0.256937689725904
3.29, 0.256580336477479
3.30, 0.256224516425883
3.31, 0.255870224108322
3.32, 0.255517460771367
3.33, 0.255166206210438
3.34, 0.254816487440358
3.35, 0.254468272997916
3.36, 0.254121571011962
3.37, 0.253776378799887
3.38, 0.253432684541886
3.39, 0.253090491127521
3.40, 0.252749796822211
3.41, 0.252410588737438
3.42, 0.252072859860371
3.43, 0.251736628388017
3.44, 0.251401865370198
3.45, 0.251068564597386
3.46, 0.250736748113372
3.47, 0.250406388734472
3.48, 0.250077488294302
3.49, 0.249750049950903
3.50, 0.249424065110818
3.51, 0.249099511887372
3.52, 0.248776416441469
3.53, 0.248454752266127
3.54, 0.248134510902988
3.55, 0.247815708915839
3.56, 0.24749833384114
3.57, 0.247182363309524
3.58, 0.246867813102704
3.59, 0.246554670668554
3.60, 0.246242933453446
3.61, 0.24593259218951
3.62, 0.245623644203106
